company_id,flight_number,scheduled_departure_date_local,scheduled_departure_station_code,scheduled_arrival_station_code,scheduled_departure_datetime_local,scheduled_arrival_datetime_local,actual_departure_datetime_local,actual_arrival_datetime_local,total_seats,fleet_type,carrier,scheduled_ground_time_minutes,actual_ground_time_minutes,minimum_turn_minutes,sched_dep,actual_dep,delay_min,passengers,Hot Transfer,Origin,Transfer,transfer_ratio,ssr_count,tight_ground,high_load,delay_norm,ssr_norm,bag_ratio_norm,load_norm,tight_flag,high_load_flag,difficulty_score,daily_rank,difficulty_cat
OO,5135,2025-08-09,ORD,MCW,2025-08-09T16:50:00Z,2025-08-09T18:20:00Z,2025-08-09T16:43:00Z,2025-08-09T18:40:00Z,50,CRJ-200,Express,47,50,29,2025-08-09 16:50:00+00:00,2025-08-09 16:43:00+00:00,-7.0,37,0,16,17,17.0,0.0,False,False,0.00967117988394584,0.0,0.04857142857142857,0.06451612903225806,0,0,0.025518865485921083,515.0,Easy
OO,5526,2025-08-07,ORD,ATW,2025-08-07T18:05:00Z,2025-08-07T19:18:00Z,2025-08-07T18:26:00Z,2025-08-07T19:25:00Z,50,CRJ-200,Express,208,37,29,2025-08-07 18:05:00+00:00,2025-08-07 18:26:00+00:00,21.0,68,7,17,24,24.0,0.0,False,False,0.0367504835589942,0.0,0.06857142857142857,0.12333965844402277,0,0,0.04940736247078853,412.0,Medium
OO,5275,2025-08-15,ORD,DLH,2025-08-15T20:15:00Z,2025-08-15T22:00:00Z,2025-08-15T20:15:00Z,2025-08-15T22:11:00Z,50,CRJ-550,Express,99,35,29,2025-08-15 20:15:00+00:00,2025-08-15 20:15:00+00:00,0.0,41,0,3,17,17.0,0.0,False,False,0.01644100580270793,0.0,0.04857142857142857,0.07210626185958255,0,0,0.029067839827014604,524.0,Easy
OO,5790,2025-08-15,ORD,CRW,2025-08-15T18:20:00Z,2025-08-15T21:04:00Z,2025-08-15T18:41:00Z,2025-08-15T21:35:00Z,50,CRJ-200,Express,90,33,29,2025-08-15 18:20:00+00:00,2025-08-15 18:41:00+00:00,21.0,46,0,14,41,41.0,0.0,False,False,0.0367504835589942,0.0,0.11714285714285715,0.08159392789373815,0,0,0.05077250207501732,378.0,Medium
YX,3628,2025-08-02,ORD,IND,2025-08-02T17:56:00Z,2025-08-02T20:09:00Z,2025-08-02T17:55:00Z,2025-08-02T20:06:00Z,76,ERJ-175,Express,47,61,34,2025-08-02 17:56:00+00:00,2025-08-02 17:55:00+00:00,-1.0,81,7,3,91,91.0,0.0,False,False,0.015473887814313345,0.0,0.26,0.14800759013282733,0,0,0.08624368437085947,301.0,Medium
OO,5094,2025-08-05,ORD,RHI,2025-08-05T10:57:00Z,2025-08-05T12:19:00Z,2025-08-05T10:49:00Z,2025-08-05T12:21:00Z,50,CRJ-200,Express,85,80,29,2025-08-05 10:57:00+00:00,2025-08-05 10:49:00+00:00,-8.0,29,5,15,7,7.0,0.0,False,False,0.008704061895551257,0.0,0.02,0.04933586337760911,0,0,0.0164783912441872,523.0,Easy
OO,5607,2025-08-11,ORD,TUS,2025-08-11T09:20:00Z,2025-08-11T11:26:00Z,2025-08-11T09:20:00Z,2025-08-11T11:18:00Z,70,ERJ-175,Express,865,859,34,2025-08-11 09:20:00+00:00,2025-08-11 09:20:00+00:00,0.0,70,1,20,24,24.0,0.0,False,False,0.01644100580270793,0.0,0.06857142857142857,0.127134724857685,0,0,0.0440735324266351,432.0,Medium
YX,3601,2025-08-07,ORD,YYZ,2025-08-07T08:50:00Z,2025-08-07T11:49:00Z,2025-08-07T08:45:00Z,2025-08-07T11:50:00Z,76,ERJ-175,Express,52,41,42,2025-08-07 08:50:00+00:00,2025-08-07 08:45:00+00:00,-5.0,77,1,44,4,4.0,0.0,False,False,0.011605415860735008,0.0,0.011428571428571429,0.14041745730550284,0,0,0.03385083050503536,508.0,Easy
UA,2038,2025-08-13,ORD,BUF,2025-08-13T07:15:00Z,2025-08-13T09:54:00Z,2025-08-13T07:48:00Z,2025-08-13T10:12:00Z,126,A319-100,Mainline,-17,42,43,2025-08-13 07:15:00+00:00,2025-08-13 07:48:00+00:00,33.0,143,14,10,39,39.0,2.0,True,False,0.048355899419729204,0.2222222222222222,0.11142857142857143,0.26565464895635676,1,0,0.23436785834734886,15.0,Difficult
UA,310,2025-08-05,ORD,MCI,2025-08-05T15:53:00Z,2025-08-05T17:31:00Z,2025-08-05T15:51:00Z,2025-08-05T17:17:00Z,126,A319-100,Mainline,58,71,43,2025-08-05 15:53:00+00:00,2025-08-05 15:51:00+00:00,-2.0,129,2,10,56,56.0,1.0,False,False,0.014506769825918761,0.1111111111111111,0.16,0.23908918406072105,0,0,0.10639208998214207,185.0,Medium
UA,953,2025-08-04,ORD,MUC,2025-08-04T18:00:00Z,2025-08-05T09:40:00Z,2025-08-04T18:23:00Z,2025-08-05T09:49:00Z,243,B787-8,Mainline,240,227,150,2025-08-04 18:00:00+00:00,2025-08-04 18:23:00+00:00,23.0,237,23,52,90,90.0,0.0,False,True,0.03868471953578337,0.0,0.2571428571428571,0.444022770398482,0,1,0.15183854136900282,91.0,Difficult
UA,944,2025-08-10,ORD,FRA,2025-08-10T15:10:00Z,2025-08-11T06:30:00Z,2025-08-10T15:18:00Z,2025-08-11T06:35:00Z,318,B787-10,Mainline,3000,3050,155,2025-08-10 15:10:00+00:00,2025-08-10 15:18:00+00:00,8.0,320,1,110,187,187.0,0.0,False,True,0.024177949709864602,0.0,0.5342857142857143,0.6015180265654648,0,1,0.2344141330831952,19.0,Difficult
UA,2426,2025-08-08,ORD,IAH,2025-08-08T19:35:00Z,2025-08-08T22:24:00Z,2025-08-08T20:13:00Z,2025-08-08T22:54:00Z,179,B737-900,Mainline,71,70,56,2025-08-08 19:35:00+00:00,2025-08-08 20:13:00+00:00,38.0,205,28,54,50,50.0,1.0,False,False,0.05319148936170213,0.1111111111111111,0.14285714285714285,0.38330170777988615,0,0,0.14341143915813864,98.0,Difficult
OO,5447,2025-08-07,ORD,PVD,2025-08-07T11:05:00Z,2025-08-07T14:39:00Z,2025-08-07T12:36:00Z,2025-08-07T15:51:00Z,70,ERJ-175,Express,71,165,34,2025-08-07 11:05:00+00:00,2025-08-07 12:36:00+00:00,91.0,67,0,34,8,8.0,0.0,False,False,0.10444874274661509,0.0,0.022857142857142857,0.12144212523719165,0,0,0.06019447644285143,360.0,Medium
YX,3601,2025-08-01,ORD,YYZ,2025-08-01T08:50:00Z,2025-08-01T11:49:00Z,2025-08-01T09:08:00Z,2025-08-01T11:37:00Z,76,ERJ-175,Express,52,83,42,2025-08-01 08:50:00+00:00,2025-08-01 09:08:00+00:00,18.0,85,10,22,13,13.0,0.0,False,False,0.033849129593810444,0.0,0.037142857142857144,0.15559772296015179,0,0,0.048702854898744916,453.0,Easy
UA,1643,2025-08-04,ORD,SEA,2025-08-04T07:10:00Z,2025-08-04T09:50:00Z,2025-08-04T07:04:00Z,2025-08-04T09:20:00Z,179,B737-900,Mainline,1490,1447,62,2025-08-04 07:10:00+00:00,2025-08-04 07:04:00+00:00,-6.0,209,30,63,12,12.0,0.0,False,False,0.010638297872340424,0.0,0.03428571428571429,0.39089184060721066,0,0,0.08822700034028712,264.0,Medium
UA,1124,2025-08-06,ORD,IAH,2025-08-06T16:07:00Z,2025-08-06T19:05:00Z,2025-08-06T16:08:00Z,2025-08-06T21:50:00Z,179,B737-MAX9,Mainline,76,89,56,2025-08-06 16:07:00+00:00,2025-08-06 16:08:00+00:00,1.0,199,0,54,85,85.0,3.0,False,False,0.017408123791102514,0.3333333333333333,0.24285714285714285,0.37191650853889946,0,0,0.19484383408320588,48.0,Difficult
OO,5250,2025-08-08,ORD,BNA,2025-08-08T17:50:00Z,2025-08-08T19:39:00Z,2025-08-08T17:48:00Z,2025-08-08T19:08:00Z,76,ERJ-175,Express,62,72,34,2025-08-08 17:50:00+00:00,2025-08-08 17:48:00+00:00,-2.0,88,8,19,10,10.0,0.0,False,False,0.014506769825918761,0.0,0.02857142857142857,0.16129032258064516,0,0,0.04232438117819037,442.0,Medium
UA,1006,2025-08-12,ORD,LGA,2025-08-12T18:00:00Z,2025-08-12T21:20:00Z,2025-08-12T18:16:00Z,2025-08-12T22:13:00Z,166,B737-800,Mainline,64,64,51,2025-08-12 18:00:00+00:00,2025-08-12 18:16:00+00:00,16.0,156,4,61,28,28.0,0.0,False,False,0.031914893617021274,0.0,0.08,0.2903225806451613,0,0,0.08363898421413865,272.0,Medium
UA,265,2025-08-06,ORD,YYZ,2025-08-06T17:55:00Z,2025-08-06T20:44:00Z,2025-08-06T20:37:00Z,2025-08-06T23:25:00Z,126,A319-100,Mainline,65,250,52,2025-08-06 17:55:00+00:00,2025-08-06 20:37:00+00:00,162.0,115,13,24,16,16.0,0.0,False,False,0.17311411992263057,0.0,0.045714285714285714,0.2125237191650854,0,0,0.10358183695266339,206.0,Medium
UA,2417,2025-08-04,ORD,SAN,2025-08-04T16:13:00Z,2025-08-04T18:35:00Z,2025-08-04T16:14:00Z,2025-08-04T18:41:00Z,179,B737-900,Mainline,81,93,56,2025-08-04 16:13:00+00:00,2025-08-04 16:14:00+00:00,1.0,200,0,60,49,49.0,0.0,False,False,0.017408123791102514,0.0,0.14,0.3738140417457306,0,0,0.10798524548647687,193.0,Medium
UA,2179,2025-08-11,ORD,SFO,2025-08-11T18:20:00Z,2025-08-11T21:09:00Z,2025-08-11T18:25:00Z,2025-08-11T21:12:00Z,234,B757-300,Mainline,99,108,66,2025-08-11 18:20:00+00:00,2025-08-11 18:25:00+00:00,5.0,268,1,111,51,51.0,0.0,False,True,0.02127659574468085,0.0,0.1457142857142857,0.5028462998102466,0,1,0.13609509582831075,89.0,Difficult
G7,4549,2025-08-14,ORD,MLI,2025-08-14T14:00:00Z,2025-08-14T15:07:00Z,2025-08-14T13:58:00Z,2025-08-14T14:47:00Z,50,CRJ-550,Express,45,45,29,2025-08-14 14:00:00+00:00,2025-08-14 13:58:00+00:00,-2.0,47,10,2,21,21.0,0.0,False,False,0.014506769825918761,0.0,0.06,0.08349146110056926,0,0,0.03305032316788949,509.0,Easy
G7,4387,2025-08-12,ORD,CID,2025-08-12T09:20:00Z,2025-08-12T10:40:00Z,2025-08-12T09:18:00Z,2025-08-12T10:31:00Z,50,CRJ-550,Express,96,66,29,2025-08-12 09:20:00+00:00,2025-08-12 09:18:00+00:00,-2.0,46,0,0,33,33.0,0.0,False,False,0.014506769825918761,0.0,0.09428571428571429,0.08159392789373815,0,0,0.03952795938366612,410.0,Easy
UA,2430,2025-08-01,ORD,BNA,2025-08-01T14:10:00Z,2025-08-01T15:55:00Z,2025-08-01T14:20:00Z,2025-08-01T15:54:00Z,166,B737-MAX8,Mainline,64,96,51,2025-08-01 14:10:00+00:00,2025-08-01 14:20:00+00:00,10.0,181,1,56,44,44.0,2.0,False,False,0.02611218568665377,0.2222222222222222,0.12571428571428572,0.3377609108159393,0,0,0.1449731394564856,134.0,Medium
UA,1708,2025-08-13,ORD,CLE,2025-08-13T19:35:00Z,2025-08-13T22:00:00Z,2025-08-13T19:53:00Z,2025-08-13T22:01:00Z,126,B737-700,Mainline,74,57,43,2025-08-13 19:35:00+00:00,2025-08-13 19:53:00+00:00,18.0,163,8,19,38,38.0,0.0,False,False,0.033849129593810444,0.0,0.10857142857142857,0.30360531309297917,0,0,0.09259008721102469,218.0,Medium
UA,1270,2025-08-10,ORD,PUJ,2025-08-10T16:25:00Z,2025-08-10T15:05:00Z,2025-08-10T16:25:00Z,2025-08-10T20:19:00Z,179,B737-900,Mainline,97,122,70,2025-08-10 16:25:00+00:00,2025-08-10 16:25:00+00:00,0.0,234,0,86,26,26.0,0.0,False,True,0.01644100580270793,0.0,0.07428571428571429,0.43833017077798864,0,1,0.10745547875355296,199.0,Medium
G7,4502,2025-08-15,ORD,LEX,2025-08-15T10:50:00Z,2025-08-15T13:21:00Z,2025-08-15T10:39:00Z,2025-08-15T13:07:00Z,50,CRJ-550,Express,173,150,29,2025-08-15 10:50:00+00:00,2025-08-15 10:39:00+00:00,-11.0,48,1,8,21,21.0,0.0,False,False,0.005802707930367504,0.0,0.06,0.08538899430740038,0,0,0.030818611240590328,513.0,Easy
G7,4563,2025-08-15,ORD,FSD,2025-08-15T12:45:00Z,2025-08-15T14:35:00Z,2025-08-15T12:35:00Z,2025-08-15T14:14:00Z,50,CRJ-550,Express,74,86,29,2025-08-15 12:45:00+00:00,2025-08-15 12:35:00+00:00,-10.0,53,1,7,23,23.0,0.0,False,False,0.006769825918762087,0.0,0.06571428571428571,0.09487666034155598,0,0,0.03414913698679697,491.0,Easy
UA,2329,2025-08-13,ORD,DTW,2025-08-13T14:45:00Z,2025-08-13T17:13:00Z,2025-08-13T14:43:00Z,2025-08-13T16:59:00Z,126,A319-100,Mainline,102,99,43,2025-08-13 14:45:00+00:00,2025-08-13 14:43:00+00:00,-2.0,151,0,23,81,81.0,1.0,False,False,0.014506769825918761,0.1111111111111111,0.23142857142857143,0.28083491461100574,0,0,0.12902695037791329,115.0,Medium
UA,2155,2025-08-02,ORD,LAX,2025-08-02T19:40:00Z,2025-08-02T22:10:00Z,2025-08-02T19:51:00Z,2025-08-02T22:18:00Z,234,B757-300,Mainline,189,209,66,2025-08-02 19:40:00+00:00,2025-08-02 19:51:00+00:00,11.0,273,33,90,89,89.0,1.0,False,True,0.027079303675048357,0.1111111111111111,0.2542857142857143,0.5123339658444023,0,1,0.18366994935076006,73.0,Difficult
UA,310,2025-08-02,ORD,MCI,2025-08-02T15:53:00Z,2025-08-02T17:31:00Z,2025-08-02T15:51:00Z,2025-08-02T17:18:00Z,126,A319-100,Mainline,65,90,43,2025-08-02 15:53:00+00:00,2025-08-02 15:51:00+00:00,-2.0,147,4,17,136,136.0,0.0,False,False,0.014506769825918761,0.0,0.38857142857142857,0.2732447817836812,0,0,0.1367152730187976,169.0,Medium
UA,286,2025-08-07,ORD,CLE,2025-08-07T07:33:00Z,2025-08-07T09:59:00Z,2025-08-07T07:29:00Z,2025-08-07T09:41:00Z,179,B737-900,Mainline,501,338,56,2025-08-07 07:33:00+00:00,2025-08-07 07:29:00+00:00,-4.0,198,0,44,80,80.0,2.0,False,False,0.012572533849129593,0.2222222222222222,0.22857142857142856,0.37001897533206835,0,0,0.1679342853798827,72.0,Difficult
UA,1576,2025-08-13,ORD,LGA,2025-08-13T20:00:00Z,2025-08-13T23:22:00Z,2025-08-13T21:23:00Z,2025-08-14T00:33:00Z,166,B737-800,Mainline,55,66,51,2025-08-13 20:00:00+00:00,2025-08-13 21:23:00+00:00,83.0,185,0,83,26,26.0,0.0,False,False,0.09671179883945841,0.0,0.07428571428571429,0.3453510436432638,0,0,0.11294089123763314,152.0,Medium
UA,343,2025-08-15,ORD,SFO,2025-08-15T10:53:00Z,2025-08-15T13:40:00Z,2025-08-15T10:56:00Z,2025-08-15T13:32:00Z,150,A320-200,Mainline,66,86,46,2025-08-15 10:53:00+00:00,2025-08-15 10:56:00+00:00,3.0,165,2,86,26,26.0,0.0,False,False,0.01934235976789168,0.0,0.07428571428571429,0.3074003795066414,0,0,0.08213992668883865,253.0,Medium
OO,5631,2025-08-12,ORD,DAY,2025-08-12T18:25:00Z,2025-08-12T20:57:00Z,2025-08-12T23:41:00Z,2025-08-13T01:58:00Z,50,CRJ-550,Express,80,98,29,2025-08-12 18:25:00+00:00,2025-08-12 23:41:00+00:00,316.0,53,2,0,27,27.0,0.0,False,False,0.3220502901353965,0.0,0.07714285714285714,0.09487666034155598,0,0,0.13101899053750157,132.0,Medium
UA,2011,2025-08-12,ORD,YVR,2025-08-12T08:48:00Z,2025-08-12T11:33:00Z,2025-08-12T09:02:00Z,2025-08-12T11:18:00Z,150,A320-200,Mainline,62,54,60,2025-08-12 08:48:00+00:00,2025-08-12 09:02:00+00:00,14.0,116,20,25,22,22.0,0.0,False,False,0.029980657640232108,0.0,0.06285714285714286,0.2144212523719165,0,0,0.0644498763378815,331.0,Medium
OO,5726,2025-08-01,ORD,TYS,2025-08-01T07:25:00Z,2025-08-01T10:17:00Z,2025-08-01T07:29:00Z,2025-08-01T10:03:00Z,50,CRJ-550,Express,660,670,29,2025-08-01 07:25:00+00:00,2025-08-01 07:29:00+00:00,4.0,61,0,6,17,17.0,0.0,False,False,0.020309477756286266,0.0,0.04857142857142857,0.11005692599620494,0,0,0.03781851424041258,504.0,Easy
OO,5427,2025-08-03,ORD,PIA,2025-08-03T09:05:00Z,2025-08-03T10:19:00Z,2025-08-03T08:57:00Z,2025-08-03T10:07:00Z,50,CRJ-200,Express,73,52,29,2025-08-03 09:05:00+00:00,2025-08-03 08:57:00+00:00,-8.0,59,0,14,53,53.0,1.0,False,False,0.008704061895551257,0.1111111111111111,0.15142857142857144,0.1062618595825427,0,0,0.07637152699311044,316.0,Medium
YX,3718,2025-08-01,ORD,MSN,2025-08-01T09:02:00Z,2025-08-01T10:13:00Z,2025-08-01T08:58:00Z,2025-08-01T10:08:00Z,76,ERJ-175,Express,63,72,39,2025-08-01 09:02:00+00:00,2025-08-01 08:58:00+00:00,-4.0,90,2,2,35,35.0,0.0,False,False,0.012572533849129593,0.0,0.1,0.16508538899430739,0,0,0.05678883795360036,422.0,Medium
G7,4599,2025-08-11,ORD,BHM,2025-08-11T19:45:00Z,2025-08-11T21:49:00Z,2025-08-11T19:42:00Z,2025-08-11T21:27:00Z,50,CRJ-550,Express,70,62,29,2025-08-11 19:45:00+00:00,2025-08-11 19:42:00+00:00,-3.0,50,0,10,15,15.0,2.0,False,False,0.013539651837524177,0.2222222222222222,0.04285714285714286,0.08918406072106262,0,0,0.0749145807113428,308.0,Medium
OO,5841,2025-08-07,ORD,MEM,2025-08-07T12:45:00Z,2025-08-07T14:44:00Z,2025-08-07T12:41:00Z,2025-08-07T14:16:00Z,70,ERJ-175,Express,57,49,34,2025-08-07 12:45:00+00:00,2025-08-07 12:41:00+00:00,-4.0,62,4,24,23,23.0,0.0,False,False,0.012572533849129593,0.0,0.06571428571428571,0.11195445920303605,0,0,0.03930550913820323,471.0,Easy
OO,4778,2025-08-04,ORD,FAR,2025-08-04T08:45:00Z,2025-08-04T10:57:00Z,2025-08-04T08:38:00Z,2025-08-04T10:36:00Z,50,CRJ-200,Express,40,30,29,2025-08-04 08:45:00+00:00,2025-08-04 08:38:00+00:00,-7.0,40,5,29,7,7.0,1.0,False,False,0.00967117988394584,0.1111111111111111,0.02,0.07020872865275142,0,0,0.04316532191795626,461.0,Easy
YX,3707,2025-08-13,ORD,IND,2025-08-13T19:45:00Z,2025-08-13T22:00:00Z,2025-08-13T19:54:00Z,2025-08-13T21:54:00Z,76,ERJ-175,Express,151,170,70,2025-08-13 19:45:00+00:00,2025-08-13 19:54:00+00:00,9.0,73,8,16,39,39.0,0.0,False,False,0.025145067698259187,0.0,0.11142857142857143,0.13282732447817835,0,0,0.05639469949082772,356.0,Medium
OO,5038,2025-08-04,ORD,PLN,2025-08-04T11:05:00Z,2025-08-04T13:28:00Z,2025-08-04T11:04:00Z,2025-08-04T13:43:00Z,50,CRJ-200,Express,190,195,29,2025-08-04 11:05:00+00:00,2025-08-04 11:04:00+00:00,-1.0,51,0,24,37,37.0,0.0,False,False,0.015473887814313345,0.0,0.10571428571428572,0.09108159392789374,0,0,0.04400134227272989,455.0,Easy
YX,3551,2025-08-08,ORD,SDF,2025-08-08T19:40:00Z,2025-08-08T22:14:00Z,2025-08-08T19:38:00Z,2025-08-08T22:01:00Z,76,ERJ-175,Express,50,82,34,2025-08-08 19:40:00+00:00,2025-08-08 19:38:00+00:00,-2.0,31,1,6,26,26.0,0.0,False,False,0.014506769825918761,0.0,0.07428571428571429,0.05313092979127135,0,0,0.02983535976317276,533.0,Easy
UA,2302,2025-08-04,ORD,BWI,2025-08-04T07:00:00Z,2025-08-04T10:03:00Z,2025-08-04T06:59:00Z,2025-08-04T09:57:00Z,150,A320-200,Mainline,685,676,110,2025-08-04 07:00:00+00:00,2025-08-04 06:59:00+00:00,-1.0,165,10,59,7,7.0,1.0,False,False,0.015473887814313345,0.1111111111111111,0.02,0.3074003795066414,0,0,0.09234446446784451,250.0,Medium
G7,4491,2025-08-09,ORD,CAE,2025-08-09T18:30:00Z,2025-08-09T21:45:00Z,2025-08-09T18:23:00Z,2025-08-09T21:25:00Z,50,CRJ-550,Express,91,89,29,2025-08-09 18:30:00+00:00,2025-08-09 18:23:00+00:00,-7.0,34,0,6,31,31.0,0.0,False,False,0.00967117988394584,0.0,0.08857142857142856,0.058823529411764705,0,0,0.032380345561822406,487.0,Easy
OO,5564,2025-08-06,ORD,SBN,2025-08-06T14:20:00Z,2025-08-06T16:18:00Z,2025-08-06T14:10:00Z,2025-08-06T16:11:00Z,50,CRJ-550,Express,65,26,29,2025-08-06 14:20:00+00:00,2025-08-06 14:10:00+00:00,-10.0,50,1,1,41,41.0,1.0,False,False,0.006769825918762087,0.1111111111111111,0.11714285714285715,0.08918406072106262,0,0,0.0655185535706348,305.0,Medium
OO,5051,2025-08-05,ORD,LAF,2025-08-05T21:15:00Z,2025-08-05T23:13:00Z,2025-08-05T21:16:00Z,2025-08-05T23:26:00Z,50,CRJ-200,Express,55,27,29,2025-08-05 21:15:00+00:00,2025-08-05 21:16:00+00:00,1.0,13,0,3,3,3.0,0.0,False,False,0.017408123791102514,0.0,0.008571428571428572,0.018975332068311198,0,0,0.010731789265278707,526.0,Easy
UA,2364,2025-08-13,ORD,CMH,2025-08-13T10:38:00Z,2025-08-13T13:07:00Z,2025-08-13T10:33:00Z,2025-08-13T12:47:00Z,166,B737-800,Mainline,59,60,51,2025-08-13 10:38:00+00:00,2025-08-13 10:33:00+00:00,-5.0,170,11,37,66,66.0,0.0,False,False,0.011605415860735008,0.0,0.18857142857142858,0.31688804554079697,0,0,0.10457351958066563,185.0,Medium
UA,2494,2025-08-08,ORD,MCI,2025-08-08T19:53:00Z,2025-08-08T21:31:00Z,2025-08-08T20:19:00Z,2025-08-08T21:45:00Z,179,B737-900,Mainline,73,93,56,2025-08-08 19:53:00+00:00,2025-08-08 20:19:00+00:00,26.0,179,6,23,101,101.0,0.0,False,False,0.041586073500967116,0.0,0.2885714285714286,0.33396584440227706,0,0,0.13698327664503127,112.0,Medium
UA,1584,2025-08-12,ORD,LAX,2025-08-12T10:50:00Z,2025-08-12T13:23:00Z,2025-08-12T10:51:00Z,2025-08-12T12:42:00Z,200,A321-2NX,Mainline,72,82,62,2025-08-12 10:50:00+00:00,2025-08-12 10:51:00+00:00,1.0,237,5,82,56,56.0,0.0,False,True,0.017408123791102514,0.0,0.16,0.444022770398482,0,1,0.12602699121702715,142.0,Medium
UA,1328,2025-08-08,ORD,SMF,2025-08-08T09:05:00Z,2025-08-08T11:46:00Z,2025-08-08T08:57:00Z,2025-08-08T11:32:00Z,179,B737-900,Mainline,69,79,56,2025-08-08 09:05:00+00:00,2025-08-08 08:57:00+00:00,-8.0,217,5,49,58,58.0,0.0,False,False,0.008704061895551257,0.0,0.1657142857142857,0.4060721062618596,0,0,0.11696849696389444,161.0,Medium
UA,1502,2025-08-11,ORD,RDU,2025-08-11T14:08:00Z,2025-08-11T17:16:00Z,2025-08-11T14:03:00Z,2025-08-11T17:15:00Z,179,B737-900,Mainline,83,94,56,2025-08-11 14:08:00+00:00,2025-08-11 14:03:00+00:00,-5.0,199,10,49,52,52.0,1.0,False,False,0.011605415860735008,0.1111111111111111,0.14857142857142858,0.37191650853889946,0,0,0.12980143440250833,109.0,Difficult
YX,3451,2025-08-07,ORD,PWM,2025-08-07T13:55:00Z,2025-08-07T17:37:00Z,2025-08-07T13:59:00Z,2025-08-07T17:31:00Z,76,ERJ-175,Express,65,72,34,2025-08-07 13:55:00+00:00,2025-08-07 13:59:00+00:00,4.0,72,7,15,9,9.0,0.0,False,False,0.020309477756286266,0.0,0.025714285714285714,0.13092979127134724,0,0,0.03742165872401247,483.0,Easy
OO,5234,2025-08-01,ORD,MKE,2025-08-01T10:35:00Z,2025-08-01T11:35:00Z,2025-08-01T10:30:00Z,2025-08-01T11:16:00Z,50,CRJ-550,Express,41,52,29,2025-08-01 10:35:00+00:00,2025-08-01 10:30:00+00:00,-5.0,63,18,2,16,16.0,1.0,False,False,0.011605415860735008,0.1111111111111111,0.045714285714285714,0.11385199240986718,0,0,0.05761710260527331,418.0,Medium
UA,1304,2025-08-12,ORD,LAS,2025-08-12T11:29:00Z,2025-08-12T13:28:00Z,2025-08-12T11:30:00Z,2025-08-12T12:58:00Z,179,B737-900,Mainline,68,50,56,2025-08-12 11:29:00+00:00,2025-08-12 11:30:00+00:00,1.0,195,4,99,34,34.0,0.0,False,False,0.017408123791102514,0.0,0.09714285714285714,0.364326375711575,0,0,0.09751628370821719,234.0,Medium
UA,276,2025-08-10,ORD,IAD,2025-08-10T21:31:00Z,2025-08-11T00:30:00Z,2025-08-10T22:14:00Z,2025-08-11T01:06:00Z,200,A321-2NX,Mainline,72,103,62,2025-08-10 21:31:00+00:00,2025-08-10 22:14:00+00:00,43.0,223,0,52,53,53.0,1.0,False,False,0.058027079303675046,0.1111111111111111,0.15142857142857144,0.4174573055028463,0,0,0.15340752139960828,79.0,Difficult
UA,1139,2025-08-07,ORD,DSM,2025-08-07T09:00:00Z,2025-08-07T10:29:00Z,2025-08-07T10:02:00Z,2025-08-07T11:39:00Z,126,A319-100,Mainline,57,125,43,2025-08-07 09:00:00+00:00,2025-08-07 10:02:00+00:00,62.0,150,3,28,92,92.0,0.0,False,False,0.07640232108317214,0.0,0.26285714285714284,0.27893738140417457,0,0,0.13127960117721513,143.0,Medium
UA,1933,2025-08-07,ORD,LAS,2025-08-07T08:47:00Z,2025-08-07T10:55:00Z,2025-08-07T08:44:00Z,2025-08-07T11:02:00Z,179,B737-900,Mainline,73,64,56,2025-08-07 08:47:00+00:00,2025-08-07 08:44:00+00:00,-3.0,177,31,27,35,35.0,1.0,False,False,0.013539651837524177,0.1111111111111111,0.1,0.3301707779886148,0,0,0.11231827337120245,200.0,Medium
OO,5260,2025-08-06,ORD,FSD,2025-08-06T08:54:00Z,2025-08-06T10:50:00Z,2025-08-06T08:44:00Z,2025-08-06T10:47:00Z,50,CRJ-550,Express,86,97,29,2025-08-06 08:54:00+00:00,2025-08-06 08:44:00+00:00,-10.0,36,1,3,22,22.0,0.0,False,False,0.006769825918762087,0.0,0.06285714285714286,0.06261859582542695,0,0,0.027126095512142588,481.0,Easy
UA,1314,2025-08-04,ORD,IAH,2025-08-04T14:26:00Z,2025-08-04T17:25:00Z,2025-08-04T14:27:00Z,2025-08-04T17:34:00Z,200,A321-2NX,Mainline,72,93,62,2025-08-04 14:26:00+00:00,2025-08-04 14:27:00+00:00,1.0,209,0,117,32,32.0,0.0,False,False,0.017408123791102514,0.0,0.09142857142857143,0.39089184060721066,0,0,0.10168651954448718,216.0,Medium
UA,2144,2025-08-10,ORD,YYZ,2025-08-10T13:01:00Z,2025-08-10T15:46:00Z,2025-08-10T13:02:00Z,2025-08-10T15:46:00Z,150,A320-200,Mainline,85,70,60,2025-08-10 13:01:00+00:00,2025-08-10 13:02:00+00:00,1.0,157,3,47,27,27.0,1.0,False,False,0.017408123791102514,0.1111111111111111,0.07714285714285714,0.2922201138519924,0,0,0.10131725355852289,225.0,Medium
UA,2618,2025-08-15,ORD,STL,2025-08-15T14:23:00Z,2025-08-15T15:47:00Z,2025-08-15T14:23:00Z,2025-08-15T15:53:00Z,150,A320-200,Mainline,68,75,46,2025-08-15 14:23:00+00:00,2025-08-15 14:23:00+00:00,0.0,118,4,10,61,61.0,1.0,False,False,0.01644100580270793,0.1111111111111111,0.1742857142857143,0.21821631878557873,0,0,0.10565493057729321,160.0,Medium
